Title,Abstract,Label,y,Text
seasonality can override the effects of anthropogenic activities on microplastic presence in invertebrate deposit feeders in an urban river system,"microplastic pollution is an urgent threat to the biota of aquatic ecosystems and is generally recognized as a global issue. identifying the sources of microplastics is acknowledged as the most effective approach for mitigating microplastic pollution. however, the factors that regulate the spatiotemporal dynamics of microplastics in urban river networks, such as microplastic sources and other variables, have not been studied together at the watershed scale, let alone regarding their impact on internal microplastics. here, we define “internal microplastics” as microplastics in biota, either in the digestive system or internal organs of organisms. we estimated the effects of anthropogenic activities (land cover and wastewater treatment plants) and seasonality on the concentration of internal microplastics in midge larvae (diptera: chironomidae) in an urban river system at a watershed scale in taiwan. agricultural activities, but not industrial activities, had a significant negative nonlinear effect on microplastic concentration. however, seasonality was the most crucial factor, as the microplastic concentration was significantly lower during the wet season. although the presence of a wastewater treatment plant significantly increased the microplastic concentration at downstream sampling sites, its effect appeared to be minor. we conclude that seasonality overrides the effects of anthropogenic activities on the variation in the concentration of internal microplastics in midge larvae in an urban river system. © 2022 elsevier b.v.",water,1,"seasonality can override the effects of anthropogenic activities on microplastic presence in invertebrate deposit feeders in an urban river system microplastic pollution is an urgent threat to the biota of aquatic ecosystems and is generally recognized as a global issue. identifying the sources of microplastics is acknowledged as the most effective approach for mitigating microplastic pollution. however, the factors that regulate the spatiotemporal dynamics of microplastics in urban river networks, such as microplastic sources and other variables, have not been studied together at the watershed scale, let alone regarding their impact on internal microplastics. here, we define “internal microplastics” as microplastics in biota, either in the digestive system or internal organs of organisms. we estimated the effects of anthropogenic activities (land cover and wastewater treatment plants) and seasonality on the concentration of internal microplastics in midge larvae (diptera: chironomidae) in an urban river system at a watershed scale in taiwan. agricultural activities, but not industrial activities, had a significant negative nonlinear effect on microplastic concentration. however, seasonality was the most crucial factor, as the microplastic concentration was significantly lower during the wet season. although the presence of a wastewater treatment plant significantly increased the microplastic concentration at downstream sampling sites, its effect appeared to be minor. we conclude that seasonality overrides the effects of anthropogenic activities on the variation in the concentration of internal microplastics in midge larvae in an urban river system. © 2022 elsevier b.v."
"a review on microalgae-mediated biotechnology for removing pharmaceutical contaminants in aqueous environments: occurrence, fate, and removal mechanism","pharmaceutical compounds in aquatic environments have been considered as emerging contaminants due to their potential risks to living organisms. microalgae-based technology showed the feasibility of removing pharmaceutical contaminants. this review summarizes the occurrence, classification, possible emission sources, and environmental risk of frequently detected pharmaceutical compounds in aqueous environments. the efficiency, mechanisms, and influencing factors for the removal of pharmaceutical compounds through microalgae-based technology are further discussed. pharmaceutical compounds frequently detected in aqueous environments include antibiotics, hormones, analgesic and non-steroidal anti-inflammatory drugs (nsaids), cardiovascular agents, central nervous system drugs (cns), antipsychotics, and antidepressants, with a concentration ranging from ng/l to μg/l. microalgae-based technology majorly remove the pharmaceutical compounds through bioadsorption, bioaccumulation, biodegradation, photodegradation, and co-metabolism. this review identifies the opportunities and challenges for microalgae-based technology and proposed suggestions for future studies to tackle challenges. the findings of this review advance our understanding of the occurrence and fate of pharmaceutical contaminants in aqueous environments, highlighting the potential of microalgae-based technology for pharmaceutical contaminants removal. © 2022 elsevier b.v.",water,1,"a review on microalgae-mediated biotechnology for removing pharmaceutical contaminants in aqueous environments: occurrence, fate, and removal mechanism pharmaceutical compounds in aquatic environments have been considered as emerging contaminants due to their potential risks to living organisms. microalgae-based technology showed the feasibility of removing pharmaceutical contaminants. this review summarizes the occurrence, classification, possible emission sources, and environmental risk of frequently detected pharmaceutical compounds in aqueous environments. the efficiency, mechanisms, and influencing factors for the removal of pharmaceutical compounds through microalgae-based technology are further discussed. pharmaceutical compounds frequently detected in aqueous environments include antibiotics, hormones, analgesic and non-steroidal anti-inflammatory drugs (nsaids), cardiovascular agents, central nervous system drugs (cns), antipsychotics, and antidepressants, with a concentration ranging from ng/l to μg/l. microalgae-based technology majorly remove the pharmaceutical compounds through bioadsorption, bioaccumulation, biodegradation, photodegradation, and co-metabolism. this review identifies the opportunities and challenges for microalgae-based technology and proposed suggestions for future studies to tackle challenges. the findings of this review advance our understanding of the occurrence and fate of pharmaceutical contaminants in aqueous environments, highlighting the potential of microalgae-based technology for pharmaceutical contaminants removal. © 2022 elsevier b.v."
influence of citrate/tartrate on chromite crystallization behavior and its potential environmental implications,"the ferrite process has been developed to purify wastewater containing heavy metal ions and recycle valuable metals by forming chromium ferrite. however, organic matter has an important influence on the crystallization behavior and stability of chromite synthesized from chromium-containing wastewater. we focused on the influence and effect mechanism of two typical organic acid salts (citrate (ca) and tartrate (ta)) on the process of chromium mineralization. it was found that the presence of organic matter leads to the increase of the residual content of cr in ca system (0.50 mmol/l) and ta system (0.61 mmol/l) in the solution, and the removal of chromium was mainly due to the surface adsorption of fe(iii) hydrolysate. the decreased crystallinity of mineralized products is ascribed to the completion of organic compounds with fe(ii) and fe(iii), which hinders the formation of ferrite precursors. there was bidentate and monodentate chelation between -coo- and metal ions in the ca system and ta system respectively, which resulted in a stronger affinity between ca and iron. this study provides the underlying mechanism for cr(iii) solid oxidation by the ferrite method in an organic matter environment and is of great significance to prevent and control chromium pollution in the environment. © 2022 elsevier b.v.",water,1,"influence of citrate/tartrate on chromite crystallization behavior and its potential environmental implications the ferrite process has been developed to purify wastewater containing heavy metal ions and recycle valuable metals by forming chromium ferrite. however, organic matter has an important influence on the crystallization behavior and stability of chromite synthesized from chromium-containing wastewater. we focused on the influence and effect mechanism of two typical organic acid salts (citrate (ca) and tartrate (ta)) on the process of chromium mineralization. it was found that the presence of organic matter leads to the increase of the residual content of cr in ca system (0.50 mmol/l) and ta system (0.61 mmol/l) in the solution, and the removal of chromium was mainly due to the surface adsorption of fe(iii) hydrolysate. the decreased crystallinity of mineralized products is ascribed to the completion of organic compounds with fe(ii) and fe(iii), which hinders the formation of ferrite precursors. there was bidentate and monodentate chelation between -coo- and metal ions in the ca system and ta system respectively, which resulted in a stronger affinity between ca and iron. this study provides the underlying mechanism for cr(iii) solid oxidation by the ferrite method in an organic matter environment and is of great significance to prevent and control chromium pollution in the environment. © 2022 elsevier b.v."
adsorptive removal of aromatic diamines from water using metal-organic frameworks functionalized with a nitro group,"adsorptive removal of aromatic diamines such as methylenedianiline (mda) and p-phenylenediamine (ppd) was firstly investigated with nitro-functionalized metal-organic frameworks (mofs, mil-101(cr)-no2). the mil-101(cr)-no2 showed much better performances in the removal of mda and ppd, in both adsorption capacity and kinetics, than any other adsorbents. for example, mil-101(cr)-no2 had a much higher maximum adsorption capacity for mda (1111 mg·g−1) than activated carbon (208 mg·g−1) or a reported adsorbent (391 mg·g−1). based on experimental results, hydrogen bonding (especially, via the formation of a 6-membered ring (6-mr) between -no2 of the adsorbent and -nh2 of the adsorbates) could be suggested as the main mechanism to interpret the noticeable adsorption of the diamines. importantly, this is the first example to confirm that mofs with nitro group can be a competitive adsorbent to remove organics composed of amino group, especially via making 6-mr through hydrogen bonding. higher adsorption of mda than that of ppd over mil-101(cr)-no2 might be explained with π-π interaction between aromatic rings (π-lean aromatics of mof and π-rich aromatics of the adsorbates). moreover, mil-101(cr)-no2 could be recycled after simple washing, suggesting the potential use of the mof in adsorptive purification of contaminated water with organics with amino groups. © 2022 elsevier b.v.",water,1,"adsorptive removal of aromatic diamines from water using metal-organic frameworks functionalized with a nitro group adsorptive removal of aromatic diamines such as methylenedianiline (mda) and p-phenylenediamine (ppd) was firstly investigated with nitro-functionalized metal-organic frameworks (mofs, mil-101(cr)-no2). the mil-101(cr)-no2 showed much better performances in the removal of mda and ppd, in both adsorption capacity and kinetics, than any other adsorbents. for example, mil-101(cr)-no2 had a much higher maximum adsorption capacity for mda (1111 mg·g−1) than activated carbon (208 mg·g−1) or a reported adsorbent (391 mg·g−1). based on experimental results, hydrogen bonding (especially, via the formation of a 6-membered ring (6-mr) between -no2 of the adsorbent and -nh2 of the adsorbates) could be suggested as the main mechanism to interpret the noticeable adsorption of the diamines. importantly, this is the first example to confirm that mofs with nitro group can be a competitive adsorbent to remove organics composed of amino group, especially via making 6-mr through hydrogen bonding. higher adsorption of mda than that of ppd over mil-101(cr)-no2 might be explained with π-π interaction between aromatic rings (π-lean aromatics of mof and π-rich aromatics of the adsorbates). moreover, mil-101(cr)-no2 could be recycled after simple washing, suggesting the potential use of the mof in adsorptive purification of contaminated water with organics with amino groups. © 2022 elsevier b.v."
iron/manganese binary metal oxide-biochar nano-composites with high adsorption capacities of cd2+: preparation and adsorption mechanisms,"biochar has been widely used as an adsorbent to remove cadmium (cd) from polluted waters because of its high specific surface area and rich functional groups. efforts have been made to modify biochar to further improve its metal adsorption capacity. in this work, biochars prepared using cotton straw, corn straw, and rice husk, were first modified with ball-milling and iron/manganese (fe/mn) oxides to prepare fe/mn binary metal oxide-ball milled biochar (fe/mn-bmbcs). compared with pristine biochars, fe/mn-bmbcs had rough surface with deposits of fe/mn oxide nanoparticles, larger specific surface areas (226.50–331.50 m2 g−1), and more oxygen-containing functional groups. the adsorption kinetics and isotherm of cd2+ on both the pristine biochars and fe/mn-bmbcs were best described by the pseudo-second-order model and the langmuir model, respectively, indicating that the adsorption of cd2+ was primarily monolayer chemisorption. the adsorption capacities of fe/mn-bmbcs were 4.8–6.1 times higher than those of pristine biochars, respectively. when the solution ionic strength and valence of coexisting cation increased, the adsorption capacities of fe/mn-bmbcs decreased because of cation competition. in contrast, the adsorption capacities of fe/mn-bmbcs increased with the increasing solution ph value. complexation with oxygen-bearing functional groups, ion exchange, cd2+-π interaction and chemical precipitation were the main mechanisms of cd2+ adsorption on fe/mn-bmbcs. therefore, fe/mn-bmbcs prepared with different agricultural wastes have different cd2+ adsorption capacities and can be used as environmentally friendly and effective adsorbents for cd2+ removal from aqueous media. © 2022",water,1,"iron/manganese binary metal oxide-biochar nano-composites with high adsorption capacities of cd2+: preparation and adsorption mechanisms biochar has been widely used as an adsorbent to remove cadmium (cd) from polluted waters because of its high specific surface area and rich functional groups. efforts have been made to modify biochar to further improve its metal adsorption capacity. in this work, biochars prepared using cotton straw, corn straw, and rice husk, were first modified with ball-milling and iron/manganese (fe/mn) oxides to prepare fe/mn binary metal oxide-ball milled biochar (fe/mn-bmbcs). compared with pristine biochars, fe/mn-bmbcs had rough surface with deposits of fe/mn oxide nanoparticles, larger specific surface areas (226.50–331.50 m2 g−1), and more oxygen-containing functional groups. the adsorption kinetics and isotherm of cd2+ on both the pristine biochars and fe/mn-bmbcs were best described by the pseudo-second-order model and the langmuir model, respectively, indicating that the adsorption of cd2+ was primarily monolayer chemisorption. the adsorption capacities of fe/mn-bmbcs were 4.8–6.1 times higher than those of pristine biochars, respectively. when the solution ionic strength and valence of coexisting cation increased, the adsorption capacities of fe/mn-bmbcs decreased because of cation competition. in contrast, the adsorption capacities of fe/mn-bmbcs increased with the increasing solution ph value. complexation with oxygen-bearing functional groups, ion exchange, cd2+-π interaction and chemical precipitation were the main mechanisms of cd2+ adsorption on fe/mn-bmbcs. therefore, fe/mn-bmbcs prepared with different agricultural wastes have different cd2+ adsorption capacities and can be used as environmentally friendly and effective adsorbents for cd2+ removal from aqueous media. © 2022"
one-step preparation of lignin-based magnetic biochar as bifunctional material for the efficient removal of cr(vi) and congo red: performance and practical application,"the lignin-based magnetic biochar (lmb) was fabricated with a facile one-step solvothermal method. the spherical fe3o4 was successfully loaded on the lignin-based biochar. lmb could efficiently remove cr(vi) and congo red (cr) synergistically with the adsorption of biochar and the catalytic/reduction of fe3o4. lmb showed a removal efficiency of 100 % for cr(vi) (100 mg/l) at 30 min. the lmb could be a catalyst to activate persulfate (ps) to degrade cr. the lmb + ps system showed a removal efficiency of 94.3 % for cr at 60 min. moreover, lmb could simultaneously remove 41.5 % of cr(vi) and 91.5 % of cr in the mixed cr(vi) and cr solution. the simulated wastewater studies showed that lmb exhibited superior high cr(vi) (100 %) and cr (82 %) removal efficiencies with the coexistent of anions, cations, and organic matter. lmb can be effectively applied to remove cr(vi) and cr and purify different contaminated water bodies. © 2022 elsevier ltd",water,1,"one-step preparation of lignin-based magnetic biochar as bifunctional material for the efficient removal of cr(vi) and congo red: performance and practical application the lignin-based magnetic biochar (lmb) was fabricated with a facile one-step solvothermal method. the spherical fe3o4 was successfully loaded on the lignin-based biochar. lmb could efficiently remove cr(vi) and congo red (cr) synergistically with the adsorption of biochar and the catalytic/reduction of fe3o4. lmb showed a removal efficiency of 100 % for cr(vi) (100 mg/l) at 30 min. the lmb could be a catalyst to activate persulfate (ps) to degrade cr. the lmb + ps system showed a removal efficiency of 94.3 % for cr at 60 min. moreover, lmb could simultaneously remove 41.5 % of cr(vi) and 91.5 % of cr in the mixed cr(vi) and cr solution. the simulated wastewater studies showed that lmb exhibited superior high cr(vi) (100 %) and cr (82 %) removal efficiencies with the coexistent of anions, cations, and organic matter. lmb can be effectively applied to remove cr(vi) and cr and purify different contaminated water bodies. © 2022 elsevier ltd"
odor emission rate of a municipal solid waste sanitary landfill during different operation stages before final closure,"this study investigated the odor emission rate from different areas of a municipal solid waste landfill. the surface odor emission rate (soer) of eight odorous compound groups were determined by flux chamber method. the soer of working face, seams of daily cover, membrane surface of daily cover, seams of temporary cover, membrane surface of temporary cover, seams of intermediate cover, membrane surface of intermediate cover were 138.34, 49.83, 13.56, 90.35, 14.48, 4.05, and 8.14 μg/(m2·s), respectively. therefore, odor emission hotspots were at seams of daily and temporary cover areas. converting the odor emissions at emission hotspots to the entire membrane cover surface, the average soer of working face, daily cover area, temporary cover area and intermediate cover area were 138.34, 17.95, 22.43, and 6.24 μg/(m2·s), respectively. combined with the size of each landfill area, the total odor emissions of the four above areas of a landfill zone were 830, 108, 1346, and 5175 mg/s, respectively, suggesting the necessity to control the odor emission of membrane cover stages especially for large-scale landfills. in terms of odor components, alcohols (38.7 %), sulfur compounds (22.9 %) and aldehydes (15.7 %) were major odorous groups. © 2022 elsevier b.v.",air,2,"odor emission rate of a municipal solid waste sanitary landfill during different operation stages before final closure this study investigated the odor emission rate from different areas of a municipal solid waste landfill. the surface odor emission rate (soer) of eight odorous compound groups were determined by flux chamber method. the soer of working face, seams of daily cover, membrane surface of daily cover, seams of temporary cover, membrane surface of temporary cover, seams of intermediate cover, membrane surface of intermediate cover were 138.34, 49.83, 13.56, 90.35, 14.48, 4.05, and 8.14 μg/(m2·s), respectively. therefore, odor emission hotspots were at seams of daily and temporary cover areas. converting the odor emissions at emission hotspots to the entire membrane cover surface, the average soer of working face, daily cover area, temporary cover area and intermediate cover area were 138.34, 17.95, 22.43, and 6.24 μg/(m2·s), respectively. combined with the size of each landfill area, the total odor emissions of the four above areas of a landfill zone were 830, 108, 1346, and 5175 mg/s, respectively, suggesting the necessity to control the odor emission of membrane cover stages especially for large-scale landfills. in terms of odor components, alcohols (38.7 %), sulfur compounds (22.9 %) and aldehydes (15.7 %) were major odorous groups. © 2022 elsevier b.v."
aerosol emissions from a marine diesel engine running on different fuels and effects of exhaust gas cleaning measures,"the emissions of marine diesel engines have gained both global and regional attentions because of their impact on human health and climate change. to reduce ship emissions, the international maritime organization capped the fuel sulfur content of marine fuels. consequently, either low-sulfur fuels or additional exhaust gas cleaning devices for the reduction in sulfur dioxide (so2) emissions became mandatory. although a wet scrubber reduces the amount of so2 significantly, there is still a need to consider the reduction in particle emissions directly. we present data on the particle removal efficiency of a scrubber regarding particle number and mass concentration with different marine fuel types, marine gas oil, and two heavy fuel oils (hfos). an open-loop sulfur scrubber was installed in the exhaust line of a marine diesel test engine. fine particulate matter was comprehensively characterized in terms of its physical and chemical properties. the wet scrubber led up to a 40% reduction in particle number, whereas a reduction in particle mass emissions was not generally determined. we observed a shift in the size distribution by the scrubber to larger particle diameters when the engine was operated on conventional hfos. the reduction in particle number concentrations and shift in particle size were caused by the coagulation of soot particles and formation/growing of sulfur-containing particles. combining the scrubber with a wet electrostatic precipitator as an additional abatement system showed a reduction in particle number and mass emission factors by &gt;98%. therefore, the application of a wet scrubber for the after-treatment of marine fuel oil combustion will reduce so2 emissions, but it does not substantially affect the number and mass concentration of respirable particulate matters. to reduce particle emission, the scrubber should be combined with additional abatement systems. © 2022 elsevier ltd",air,2,"aerosol emissions from a marine diesel engine running on different fuels and effects of exhaust gas cleaning measures the emissions of marine diesel engines have gained both global and regional attentions because of their impact on human health and climate change. to reduce ship emissions, the international maritime organization capped the fuel sulfur content of marine fuels. consequently, either low-sulfur fuels or additional exhaust gas cleaning devices for the reduction in sulfur dioxide (so2) emissions became mandatory. although a wet scrubber reduces the amount of so2 significantly, there is still a need to consider the reduction in particle emissions directly. we present data on the particle removal efficiency of a scrubber regarding particle number and mass concentration with different marine fuel types, marine gas oil, and two heavy fuel oils (hfos). an open-loop sulfur scrubber was installed in the exhaust line of a marine diesel test engine. fine particulate matter was comprehensively characterized in terms of its physical and chemical properties. the wet scrubber led up to a 40% reduction in particle number, whereas a reduction in particle mass emissions was not generally determined. we observed a shift in the size distribution by the scrubber to larger particle diameters when the engine was operated on conventional hfos. the reduction in particle number concentrations and shift in particle size were caused by the coagulation of soot particles and formation/growing of sulfur-containing particles. combining the scrubber with a wet electrostatic precipitator as an additional abatement system showed a reduction in particle number and mass emission factors by &gt;98%. therefore, the application of a wet scrubber for the after-treatment of marine fuel oil combustion will reduce so2 emissions, but it does not substantially affect the number and mass concentration of respirable particulate matters. to reduce particle emission, the scrubber should be combined with additional abatement systems. © 2022 elsevier ltd"
"poly- and perfluoroalkyl substances (pfas) in landfills: occurrence, transformation and treatment","landfills have served as the final repository for > 50 % municipal solid wastes in the united states. because of their widespread uses and persistence in the environment, per- and polyfluoroalkyl substances (pfas) (>4000 on the global market) are ubiquitously present in everyday consumer, commercial and industrial products, and have been widely detected in both closed (tens ng/l) and active (thousands to ten thousands ng/l) landfills due to disposal of pfas-containing materials. along with the decomposition of wastes in-place, pfas can be transformed and released from the wastes into leachate and landfill gas. consequently, it is critical to understand the occurrence and transformation of pfas in landfills and the effectiveness of landfills, as a disposal alternative, for long-term containment of pfas. this article presents a state-of-the-art review on the occurrence and transformation of pfas in landfills, and possible effect of pfas on the integrity of modern liner systems. based on the data published from 10 countries (250 + landfills), c4-c7 perfluoroalkyl carboxylic acids were found predominant in the untreated landfill leachate and neutral pfas, primarily fluorotelomer alcohols, in landfill air. the effectiveness and limitations of the conventional leachate treatment technologies and emerging technologies were also evaluated to address pfas released into the leachate. among conventional technologies, reverse osmosis (ro) may achieve a high removal efficiency of 90–100 % based on full-scale data, which, however, is vulnerable to the organic fouling and requires additional disposal of the concentrate. implications of these knowledge on pfas management at landfills are discussed and major knowledge gaps are identified. © 2022 elsevier ltd",air,2,"poly- and perfluoroalkyl substances (pfas) in landfills: occurrence, transformation and treatment landfills have served as the final repository for > 50 % municipal solid wastes in the united states. because of their widespread uses and persistence in the environment, per- and polyfluoroalkyl substances (pfas) (>4000 on the global market) are ubiquitously present in everyday consumer, commercial and industrial products, and have been widely detected in both closed (tens ng/l) and active (thousands to ten thousands ng/l) landfills due to disposal of pfas-containing materials. along with the decomposition of wastes in-place, pfas can be transformed and released from the wastes into leachate and landfill gas. consequently, it is critical to understand the occurrence and transformation of pfas in landfills and the effectiveness of landfills, as a disposal alternative, for long-term containment of pfas. this article presents a state-of-the-art review on the occurrence and transformation of pfas in landfills, and possible effect of pfas on the integrity of modern liner systems. based on the data published from 10 countries (250 + landfills), c4-c7 perfluoroalkyl carboxylic acids were found predominant in the untreated landfill leachate and neutral pfas, primarily fluorotelomer alcohols, in landfill air. the effectiveness and limitations of the conventional leachate treatment technologies and emerging technologies were also evaluated to address pfas released into the leachate. among conventional technologies, reverse osmosis (ro) may achieve a high removal efficiency of 90–100 % based on full-scale data, which, however, is vulnerable to the organic fouling and requires additional disposal of the concentrate. implications of these knowledge on pfas management at landfills are discussed and major knowledge gaps are identified. © 2022 elsevier ltd"
hazardous organic pollutants in indoor dust from elementary schools and kindergartens in greece: implications for children's health,"children spend a significant portion of their day in school, where they may be exposed to hazardous organic compounds accumulated in indoor dust. the aim of this study was to evaluate the concentrations of major hazardous organic contaminants in dust collected from kindergartens and elementary schools in northern greece (n = 20). the sum concentrations of 20 targeted polybrominated diphenyl ether congeners (∑20pbdes) in dust varied from 58 ng g−1 to 1480 ng g−1, while the sum of 4 novel brominated fire retardants (∑4nbfrs) ranged from 28 ng g−1 to 555 ng g−1. correspondingly, the sum concentrations of phthalate esters (∑9paes) ranged between 265 μg g−1 and 2120 μg g−1, while the sum of organophosphate esters (∑11opes) was found between 2890 ng g−1 and 16,100 ng g−1. finally, the sum concentrations of polycyclic aromatic hydrocarbons (∑16pahs) were found within in the range 212 ng g−1 and 6960 ng g−1. exposure to indoor dust contaminant via inhalation, ingestion and dermal absorption was investigated for children and adults (teachers). carcinogenic and non-carcinogenic risks were also estimated. children's estimated intakes of individual hazardous chemicals via the three exposure routes, were lower than the available health-based reference values. © 2022 elsevier ltd",air,2,"hazardous organic pollutants in indoor dust from elementary schools and kindergartens in greece: implications for children's health children spend a significant portion of their day in school, where they may be exposed to hazardous organic compounds accumulated in indoor dust. the aim of this study was to evaluate the concentrations of major hazardous organic contaminants in dust collected from kindergartens and elementary schools in northern greece (n = 20). the sum concentrations of 20 targeted polybrominated diphenyl ether congeners (∑20pbdes) in dust varied from 58 ng g−1 to 1480 ng g−1, while the sum of 4 novel brominated fire retardants (∑4nbfrs) ranged from 28 ng g−1 to 555 ng g−1. correspondingly, the sum concentrations of phthalate esters (∑9paes) ranged between 265 μg g−1 and 2120 μg g−1, while the sum of organophosphate esters (∑11opes) was found between 2890 ng g−1 and 16,100 ng g−1. finally, the sum concentrations of polycyclic aromatic hydrocarbons (∑16pahs) were found within in the range 212 ng g−1 and 6960 ng g−1. exposure to indoor dust contaminant via inhalation, ingestion and dermal absorption was investigated for children and adults (teachers). carcinogenic and non-carcinogenic risks were also estimated. children's estimated intakes of individual hazardous chemicals via the three exposure routes, were lower than the available health-based reference values. © 2022 elsevier ltd"
biodiesel feedstock determines exhaust toxicity in 20% biodiesel: 80% mineral diesel blends,"to address climate change concerns, and reduce the carbon footprint caused by fossil fuel use, it is likely that blend ratios of renewable biodiesel with commercial mineral diesel fuel will steadily increase, resulting in biodiesel use becoming more widespread. exhaust toxicity of unblended biodiesels changes depending on feedstock type, however the effect of feedstock on blended fuels is less well known. the aim of this study was to assess the impact of biodiesel feedstock on exhaust toxicity of 20% blended biodiesel fuels (b20). primary human airway epithelial cells were exposed to exhaust diluted 1/15 with air from an engine running on conventional ultra-low sulfur diesel (ulsd) or 20% blends of soy, canola, waste cooking oil (wco), tallow, palm or cottonseed biodiesel in diesel. physico-chemical exhaust properties were compared between fuels and the post-exposure effect of exhaust on cellular viability and media release was assessed 24 h later. exhaust properties changed significantly between all fuels with cottonseed b20 being the most different to both ulsd and its respective unblended biodiesel. exposure to palm b20 resulted in significantly decreased cellular viability (96.3 ± 1.7%; p < 0.01) whereas exposure to soy b20 generated the greatest number of changes in mediator release (including il-6, il-8 and tnf-α, p < 0.05) when compared to air exposed controls, with palm b20 and tallow b20 closely following. in contrast, canola b20 and wco b20 were the least toxic with only mediators g-csf and tnf-α being significantly increased. therefore, exposure to palm b20, soy b20 and tallow b20 were found to be the most toxic and exposure to canola b20 and wco b20 the least. the top three most toxic and the bottom three least toxic b20 fuels are consistent with their unblended counterparts, suggesting that feedstock type greatly impacts exhaust toxicity, even when biodiesel only comprises 20% of the fuel. © 2022 elsevier ltd",air,2,"biodiesel feedstock determines exhaust toxicity in 20% biodiesel: 80% mineral diesel blends to address climate change concerns, and reduce the carbon footprint caused by fossil fuel use, it is likely that blend ratios of renewable biodiesel with commercial mineral diesel fuel will steadily increase, resulting in biodiesel use becoming more widespread. exhaust toxicity of unblended biodiesels changes depending on feedstock type, however the effect of feedstock on blended fuels is less well known. the aim of this study was to assess the impact of biodiesel feedstock on exhaust toxicity of 20% blended biodiesel fuels (b20). primary human airway epithelial cells were exposed to exhaust diluted 1/15 with air from an engine running on conventional ultra-low sulfur diesel (ulsd) or 20% blends of soy, canola, waste cooking oil (wco), tallow, palm or cottonseed biodiesel in diesel. physico-chemical exhaust properties were compared between fuels and the post-exposure effect of exhaust on cellular viability and media release was assessed 24 h later. exhaust properties changed significantly between all fuels with cottonseed b20 being the most different to both ulsd and its respective unblended biodiesel. exposure to palm b20 resulted in significantly decreased cellular viability (96.3 ± 1.7%; p < 0.01) whereas exposure to soy b20 generated the greatest number of changes in mediator release (including il-6, il-8 and tnf-α, p < 0.05) when compared to air exposed controls, with palm b20 and tallow b20 closely following. in contrast, canola b20 and wco b20 were the least toxic with only mediators g-csf and tnf-α being significantly increased. therefore, exposure to palm b20, soy b20 and tallow b20 were found to be the most toxic and exposure to canola b20 and wco b20 the least. the top three most toxic and the bottom three least toxic b20 fuels are consistent with their unblended counterparts, suggesting that feedstock type greatly impacts exhaust toxicity, even when biodiesel only comprises 20% of the fuel. © 2022 elsevier ltd"
systematic study of the formation and chemical/mineral composition of waste-to-energy (wte) fly ash,"waste-to-energy (wte) power plants combust post-recycling municipal solid waste (msw). wte fly ash (fa) is the air pollution control (apc) residue and is classified as hazardous waste. a systematic study was conducted on the formation, chemical/mineral composition of fa, and the leachability of heavy metals. the impacts of two moisture conditions on fa were examined: high-moisture process (semi-dry scrubbing in high water environment; water was added in the ash processing stream), and low-moisture process (spray dryer and circulating dry scrubbing; with no water addition in the ash processing stream). a methodology was established that included the formation of fa particles from two sources (furnace and formed in the scrubber of the apc system) and estimated the empirical formulae for the fa constituents, based on the chemical composition (icp, xrf, ion chromatography, tga) and xrd quantification. the dominant species are cao (40%), cl (15%), so3 (8%), co2 (8%). the crystalline phases (45–50%) consisted of: hydroxides (&lt;0.5%), carbonates (5–16%), chloride salts (∼14–17%), sulfates (6–11%), sulfides (&lt;2%), aluminates (2–11%), and silicates (5–6%), with 50–55% of amorphous phases. high-moisture (20–30%) process was found to be more attractive because it increases the formation of more stable crystalline hydrates (e.g., ettringite) and amorphous c–s–h phases. the effects of eluate ph on heavy metals leachability were determined using the leaching environmental assessment framework (leaf method 1313-ph) and the effects regarding the rcra standard were established by applying the tclp procedure. © 2022 elsevier b.v.",air,2,"systematic study of the formation and chemical/mineral composition of waste-to-energy (wte) fly ash waste-to-energy (wte) power plants combust post-recycling municipal solid waste (msw). wte fly ash (fa) is the air pollution control (apc) residue and is classified as hazardous waste. a systematic study was conducted on the formation, chemical/mineral composition of fa, and the leachability of heavy metals. the impacts of two moisture conditions on fa were examined: high-moisture process (semi-dry scrubbing in high water environment; water was added in the ash processing stream), and low-moisture process (spray dryer and circulating dry scrubbing; with no water addition in the ash processing stream). a methodology was established that included the formation of fa particles from two sources (furnace and formed in the scrubber of the apc system) and estimated the empirical formulae for the fa constituents, based on the chemical composition (icp, xrf, ion chromatography, tga) and xrd quantification. the dominant species are cao (40%), cl (15%), so3 (8%), co2 (8%). the crystalline phases (45–50%) consisted of: hydroxides (&lt;0.5%), carbonates (5–16%), chloride salts (∼14–17%), sulfates (6–11%), sulfides (&lt;2%), aluminates (2–11%), and silicates (5–6%), with 50–55% of amorphous phases. high-moisture (20–30%) process was found to be more attractive because it increases the formation of more stable crystalline hydrates (e.g., ettringite) and amorphous c–s–h phases. the effects of eluate ph on heavy metals leachability were determined using the leaching environmental assessment framework (leaf method 1313-ph) and the effects regarding the rcra standard were established by applying the tclp procedure. © 2022 elsevier b.v."
